,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
930,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/13/2016 6:48,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dekara2345,117,TRUE,FALSE,NA,NA
931,@ATT still waiting on mine<ed><U+00A0><U+00BD><ed><U+00B9><U+0083>,FALSE,2,ATT,10/13/2016 6:44,FALSE,7.85E+17,7.86E+17,14620190,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hayvonjicks,0,FALSE,FALSE,NA,NA
932,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 6:21,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sgerat,57,TRUE,FALSE,NA,NA
933,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/13/2016 6:17,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",bobhammonds911,117,TRUE,FALSE,NA,NA
934,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 6:10,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AkiraSariah_,6312,TRUE,FALSE,NA,NA
935,"RT @ATT: See how you can get up to $650 in credits with AT&amp;T.
https://t.co/qJML2cmv5a",FALSE,0,NA,10/13/2016 5:57,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tailatron,29,TRUE,FALSE,NA,NA
936,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/13/2016 5:52,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrianJesDiaz,117,TRUE,FALSE,NA,NA
937,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/13/2016 5:50,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JandroED6,117,TRUE,FALSE,NA,NA
938,RT @ATT: Don’t forget to tune in to the AT&amp;T Original Series #UndeniableShow for the season finale tonight! https://t.co/gaO8EqIkFR,FALSE,0,NA,10/13/2016 5:28,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Onceuponaswift1,6,TRUE,FALSE,NA,NA
939,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 5:06,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sunyy7,6312,TRUE,FALSE,NA,NA
940,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 4:51,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Metals111,6312,TRUE,FALSE,NA,NA
941,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/13/2016 4:43,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",meredithgreyts,6312,TRUE,FALSE,NA,NA
942,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 4:24,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eliduke23,57,TRUE,FALSE,NA,NA
943,"Who else is having slow speed, slow uploads with @ATT @Uverse  in Dallas?",FALSE,2,NA,10/13/2016 3:59,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DallasDrilling,0,FALSE,FALSE,NA,NA
944,RT @DallasDrilling: Hey @ATT @ATTCares Slow speeds and pages not fully uploading all over southwest Dallas. What's the big secret? Many of…,FALSE,0,NA,10/13/2016 3:47,FALSE,NA,7.86E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",AnonyMous_2,1,TRUE,FALSE,NA,NA
945,Hey @ATT @ATTCares Slow speeds and pages not fully uploading all over southwest Dallas. What's the big secret? Many of us aren't happy!,FALSE,3,NA,10/13/2016 3:46,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DallasDrilling,1,FALSE,FALSE,NA,NA
946,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/13/2016 3:32,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chinx_DZA,57,TRUE,FALSE,NA,NA
